business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-04761,food,56,high,7,591393.78,475,92,0.771,14,1.5,1.62,511286.55,366,69,0.642,11,1.5,1.2,508278.54,362,65,0.569,8,1.5,1.27,546480.67,394,56,0.61,9,0.5,2.32,741664.01,470,60,0.581,12,1.3,1.84,729265.56,600,108,0.661,14,1.3,3.08
NG-SME-04762,services,4,low,6,586430.51,458,320,0.484,6,1.9,2.95,428326.02,379,252,0.468,4,1.6,2.37,491483.86,295,217,0.358,4,1.6,2.86,457160.23,314,189,0.447,4,3.1,2.55,414591.57,398,221,0.353,7,2.4,3.65,499394.19,305,298,0.371,5,1.9,3.86
NG-SME-04763,food,21,high,1,187988.68,301,111,0.832,7,2.1,1.61,172007.34,309,178,0.667,6,2.3,1.32,231137.53,269,185,0.51,10,1.4,1.06,230340.16,260,210,0.608,11,2.3,2.37,225857.8,330,222,0.617,10,1.8,0.69,273543.45,399,224,0.738,13,2.1,1.68
NG-SME-04764,food,27,high,7,251515.72,327,94,0.526,27,2.1,2.44,249866.82,292,74,0.577,23,2.1,1.09,201910.25,269,51,0.782,22,1.8,2.03,209613.61,277,67,0.643,27,1.3,1.12,299873.97,370,75,0.677,30,2.2,0.71,340367.34,395,96,0.806,41,1.7,1.38
NG-SME-04765,food,51,high,6,353592.04,271,200,0.538,9,1.7,1.49,409478.24,295,164,0.501,9,0.5,1.43,247569.75,232,146,0.566,5,2.2,1.27,217397.31,234,145,0.816,9,0.5,2.82,276114.23,258,185,0.614,5,1.1,2.48,389019.03,211,180,0.706,7,0.5,2.3
NG-SME-04766,food,51,high,6,563000.52,347,63,0.851,24,0.5,1.37,703106.36,424,62,0.604,26,1.3,3.4,443688.65,315,57,0.8,17,1.7,0.88,419952.38,247,42,0.446,12,0.8,1.99,541871.43,352,38,0.776,22,1.2,2.85,493199.38,363,47,0.768,19,1.1,2.01
NG-SME-04767,services,15,high,5,1002055.98,124,181,0.388,19,2.6,4.27,1037383.55,191,184,0.616,23,2.6,5.29,1101309.94,245,185,0.361,28,1.6,2.77,951048.91,125,202,0.331,21,1.0,3.96,847021.16,114,150,0.468,19,2.1,2.62,1042706.34,143,210,0.425,14,2.7,2.85
NG-SME-04768,retail,27,high,4,490876.01,291,261,0.549,15,2.0,2.2,474843.83,247,197,0.953,17,1.5,1.68,557432.93,240,293,0.807,17,1.0,2.47,591425.06,325,267,0.516,24,1.0,2.39,387802.09,210,170,0.684,12,1.3,3.04,413895.76,220,206,0.684,14,0.5,2.12
NG-SME-04769,services,26,high,5,310071.99,139,209,0.526,5,2.9,2.85,362625.7,290,282,0.575,8,2.5,2.73,360461.37,211,308,0.616,9,2.6,3.52,309873.88,176,194,0.362,7,2.6,3.62,295049.29,152,182,0.682,7,3.4,3.92,343068.55,165,236,0.405,10,3.1,3.04
NG-SME-04770,services,16,high,2,1149312.6,457,70,0.563,20,0.5,3.68,983573.51,370,68,0.383,25,0.5,3.67,883066.71,337,55,0.614,20,1.8,2.66,1058119.68,380,68,0.436,22,2.1,2.06,1134865.45,492,84,0.163,37,1.3,2.72,1295538.98,530,100,0.321,29,1.5,3.49
NG-SME-04771,retail,7,medium,2,884104.23,344,155,0.758,14,0.9,1.99,772365.33,331,173,0.797,9,0.6,2.32,797296.66,304,178,0.686,11,0.9,1.85,717286.89,282,127,0.734,10,0.5,1.9,1020399.79,373,129,0.624,13,1.7,3.66,995867.35,467,164,0.874,15,0.9,2.83
NG-SME-04772,services,5,low,7,1457722.29,299,321,0.525,35,0.9,3.48,1178300.05,264,233,0.347,37,1.4,4.29,992352.16,226,196,0.327,24,1.5,1.69,1029302.84,205,225,0.54,44,1.4,2.92,1417214.34,303,316,0.275,49,0.5,4.22,1456807.9,356,370,0.353,65,0.8,2.66
NG-SME-04773,transport,53,high,9,292277.85,255,107,0.894,36,1.7,0.5,369638.18,338,113,0.912,33,1.0,0.26,425258.13,382,103,0.982,51,0.6,2.25,434816.77,359,141,0.916,36,0.5,1.64,291873.94,242,118,0.82,44,1.0,3.21,323453.02,288,110,0.731,31,0.6,3.12
NG-SME-04774,transport,61,high,3,387110.98,229,225,0.991,26,0.8,2.57,310361.39,236,227,0.771,14,0.7,1.85,340986.8,201,161,0.61,19,1.1,0.0,419202.94,250,188,0.683,25,1.0,1.0,495708.37,278,227,0.913,24,0.5,0.11,371869.12,237,187,0.811,21,0.5,0.4
NG-SME-04775,retail,103,high,11,653203.41,197,155,0.587,20,1.2,5.23,856782.79,229,164,0.667,21,0.8,2.54,483069.36,164,137,0.85,17,1.3,2.15,614993.63,156,122,0.866,18,1.9,1.44,657367.04,171,125,0.709,21,0.7,2.38,750921.26,203,139,0.741,20,2.0,3.04
NG-SME-04776,retail,15,high,11,907064.38,441,280,0.749,14,1.4,3.12,1107471.05,430,225,0.83,17,0.5,1.72,653136.33,311,135,0.515,11,0.5,2.87,1024592.79,368,213,0.772,13,0.8,2.31,1025593.77,399,220,0.936,14,0.5,3.77,970318.74,364,228,0.859,11,0.5,1.09
NG-SME-04777,retail,59,high,7,370591.58,223,90,0.761,12,0.5,2.52,298055.02,206,64,0.832,6,0.7,4.22,276797.84,195,57,0.701,6,0.9,1.86,282141.45,196,63,0.99,7,1.7,2.46,329410.22,187,72,0.759,6,0.5,2.96,358227.77,330,83,0.811,8,0.5,2.14
NG-SME-04778,transport,107,high,10,212391.23,388,256,0.874,36,2.6,1.62,366688.86,406,299,0.952,51,2.7,0.47,408434.23,526,307,0.942,18,3.3,0.95,331351.32,336,220,0.746,31,4.0,1.47,335827.56,381,215,0.879,37,2.7,0.4,424300.73,533,248,0.849,32,3.1,2.15
NG-SME-04779,food,30,high,5,539953.23,266,172,0.787,34,1.2,1.27,590861.91,284,218,0.651,51,1.2,0.0,590284.06,367,183,0.635,52,0.5,2.25,472880.81,257,149,0.629,32,1.5,1.97,442511.68,227,145,0.553,37,0.9,1.89,585485.64,260,148,0.493,31,1.4,1.8
NG-SME-04780,services,75,high,7,1420506.21,106,215,0.418,12,2.4,4.0,1243251.15,89,212,0.648,13,2.9,4.2,943643.99,77,203,0.241,7,3.0,3.87,991420.08,88,202,0.447,12,2.4,3.16,1187510.36,87,221,0.431,11,2.8,2.29,1235609.79,104,258,0.515,10,3.2,2.94
NG-SME-04781,food,76,high,10,354283.48,151,125,0.695,18,2.8,0.9,437509.63,174,131,0.71,24,3.2,1.53,577136.05,179,157,0.598,18,2.9,0.73,294757.14,123,117,0.824,22,3.0,2.22,372978.41,144,172,0.709,13,2.7,2.21,396080.61,127,170,0.602,22,2.6,1.61
NG-SME-04782,food,39,high,5,359398.42,373,267,0.591,22,3.3,2.07,415335.67,375,282,0.648,24,3.3,1.47,491534.85,363,318,0.669,28,2.2,1.63,320534.35,361,233,0.642,34,3.6,1.98,248792.21,315,245,0.627,17,3.4,1.73,370525.18,305,209,0.595,23,2.8,2.36
NG-SME-04783,transport,152,high,5,264136.85,150,244,0.835,29,1.3,2.69,419794.86,184,310,0.812,45,1.5,0.79,353701.01,194,268,0.78,37,0.7,1.21,322516.55,148,245,0.866,28,2.0,1.69,236749.12,151,260,0.745,29,0.5,0.87,326836.21,128,319,0.868,36,0.8,1.09
NG-SME-04784,retail,61,high,7,1101437.25,369,199,0.822,39,1.4,2.83,687656.91,301,178,0.735,38,1.2,2.65,742713.88,233,154,0.838,20,0.6,2.88,834388.33,331,166,0.858,31,0.5,2.73,948646.27,262,222,0.621,24,0.5,2.34,1086874.41,357,275,0.808,28,0.5,2.03
NG-SME-04785,services,19,high,11,537435.64,187,230,0.567,42,0.5,3.38,648698.95,182,304,0.491,51,1.7,3.57,349943.57,135,197,0.708,34,1.3,3.4,401564.13,135,247,0.31,26,1.2,2.19,441445.4,166,229,0.487,34,0.5,4.44,477433.37,177,267,0.526,41,0.8,3.14
NG-SME-04786,services,23,high,12,498061.57,312,356,0.389,39,1.9,2.21,340109.43,201,208,0.409,31,2.2,1.47,424568.15,203,236,0.404,35,1.7,2.77,460807.85,191,242,0.501,39,2.3,2.44,466652.88,279,270,0.51,39,1.7,4.34,322510.01,228,212,0.578,32,2.0,3.61
NG-SME-04787,retail,20,high,6,710429.24,229,257,0.802,27,3.0,2.61,764788.09,231,241,0.677,33,2.8,2.17,616721.06,181,178,0.64,28,1.9,1.54,564808.41,124,128,0.824,23,2.1,2.08,569003.75,173,212,0.641,32,2.0,2.02,590976.08,217,258,0.736,23,2.0,1.93
NG-SME-04788,food,17,high,9,273949.03,202,165,0.794,9,3.3,1.27,265012.43,249,107,0.472,9,2.8,1.8,331194.89,301,163,0.684,7,3.0,2.62,361960.38,313,180,0.735,10,3.2,2.98,284051.43,219,135,0.573,2,3.1,2.93,245459.49,199,147,0.707,7,2.1,0.66
NG-SME-04789,retail,6,medium,7,1150061.36,450,294,0.664,34,0.5,1.34,851385.38,282,195,0.733,31,0.8,2.31,865622.18,341,211,0.748,19,1.7,1.71,867643.3,284,199,0.517,21,1.1,2.58,908123.53,453,238,0.845,28,0.8,2.16,1001080.0,489,255,0.853,20,0.5,1.04
NG-SME-04790,services,93,high,4,1027256.72,229,84,0.49,35,1.1,3.01,917535.49,166,91,0.298,22,1.8,4.02,895097.25,287,97,0.285,39,0.9,4.43,1141270.97,277,98,0.47,28,1.4,3.3,887153.05,198,100,0.296,29,1.4,5.13,853448.18,211,71,0.478,28,0.5,3.39
NG-SME-04791,food,83,high,2,338868.37,275,252,0.583,9,1.9,1.75,324119.46,306,275,0.656,12,2.9,0.78,324507.46,289,265,0.633,13,0.8,2.56,338914.34,267,240,0.537,12,1.8,1.5,370778.59,393,222,0.803,14,1.6,1.95,459389.87,290,377,0.355,13,1.8,1.53
NG-SME-04792,services,54,high,3,671984.5,169,120,0.333,25,1.2,3.5,974501.69,214,144,0.476,35,1.8,4.52,926237.58,220,126,0.42,40,0.7,2.65,1132869.02,194,147,0.445,27,0.5,3.17,1234614.85,220,155,0.491,59,0.5,2.61,762154.8,189,117,0.564,34,0.9,3.54
NG-SME-04793,retail,83,high,3,501551.16,379,144,0.663,28,3.3,2.66,661467.86,394,174,0.79,29,3.2,2.72,591353.99,387,195,0.894,34,3.3,3.53,616375.71,407,179,0.745,35,3.8,3.58,717550.59,525,240,0.786,23,3.4,4.17,519613.88,294,137,0.915,22,3.4,3.82
NG-SME-04794,retail,38,high,1,416908.4,98,175,0.581,30,0.8,3.34,614400.86,135,168,0.615,36,1.0,1.83,586751.78,125,239,0.848,46,0.7,1.6,692914.77,159,251,0.663,49,0.6,2.58,587904.49,99,202,0.941,33,0.5,1.71,749187.22,172,253,0.819,42,0.7,2.42
NG-SME-04795,services,22,high,5,837757.36,432,237,0.47,24,3.5,2.34,1264418.31,462,226,0.429,36,3.2,3.58,1062374.56,353,259,0.482,32,3.8,2.33,940284.6,338,208,0.398,19,3.5,2.36,719132.89,323,121,0.27,16,3.7,2.83,924895.25,347,196,0.483,30,2.5,2.99
NG-SME-04796,services,24,high,2,875122.59,149,93,0.386,11,1.9,2.94,905475.13,128,143,0.621,9,1.3,3.21,736891.97,152,108,0.277,9,1.8,3.32,932790.12,139,106,0.528,10,2.1,3.78,914902.88,175,102,0.332,13,2.6,2.09,1082794.98,180,153,0.391,10,1.4,4.02
NG-SME-04797,food,86,high,10,198696.74,386,148,0.555,25,1.2,1.75,224072.64,406,177,0.662,54,1.4,3.35,266647.1,491,180,0.584,62,1.0,2.34,162395.44,307,119,0.674,20,2.3,0.74,195601.48,370,128,0.662,29,1.4,0.88,226180.79,431,154,0.793,41,0.7,1.07
NG-SME-04798,services,76,high,3,297551.93,102,267,0.45,20,1.8,3.23,292925.33,116,251,0.412,19,2.7,3.46,307617.64,82,226,0.483,14,2.7,3.08,367265.49,153,210,0.204,20,2.5,3.09,395461.64,143,255,0.396,23,2.3,4.53,320869.91,96,165,0.395,19,2.2,3.14
NG-SME-04799,services,43,high,11,773301.15,284,258,0.45,34,3.8,2.66,1020954.85,483,254,0.565,25,3.2,3.37,676678.14,253,143,0.383,22,2.1,3.97,705111.98,396,223,0.492,29,2.9,3.86,780453.85,409,209,0.304,22,3.1,2.85,708836.13,409,221,0.458,24,3.8,3.35
NG-SME-04800,food,123,high,8,193174.75,112,103,0.705,2,1.7,1.14,172084.78,85,104,0.771,1,0.8,1.27,200326.32,75,116,0.658,1,0.5,1.88,217184.43,94,127,0.65,1,0.9,0.3,235025.96,141,165,0.559,2,0.5,2.18,166120.33,97,83,0.481,1,0.9,2.91
NG-SME-04801,services,18,high,2,568172.95,220,209,0.474,19,3.4,2.71,470608.15,270,252,0.394,20,3.3,4.5,611390.21,243,278,0.405,25,3.4,4.22,570717.08,229,261,0.508,27,3.6,2.42,760194.54,246,289,0.557,22,2.4,3.41,683578.74,286,337,0.459,26,3.2,2.46
NG-SME-04802,retail,21,high,4,618748.94,267,86,0.672,3,1.1,2.08,559355.36,247,59,0.731,2,0.5,3.24,515133.92,289,83,0.934,2,1.5,1.66,682729.35,342,99,0.775,5,0.7,4.97,440000.36,288,68,0.738,3,1.9,3.14,479871.6,227,53,0.653,2,0.8,3.56
NG-SME-04803,retail,78,high,8,714268.31,208,174,0.592,30,1.8,3.36,643742.31,227,192,0.658,26,1.8,2.77,733435.17,246,216,0.809,24,2.0,3.49,956782.95,311,220,0.676,29,2.5,2.79,1050079.78,297,267,0.751,36,1.5,2.26,609039.45,243,215,0.897,30,2.0,1.46
NG-SME-04804,food,67,high,3,602418.43,316,147,0.617,26,0.8,1.81,656900.36,368,207,0.67,41,1.4,0.35,597111.89,335,154,0.34,34,0.7,0.35,677329.18,517,115,0.515,29,0.5,2.26,852280.29,439,146,0.642,22,1.5,1.79,633971.06,395,175,0.692,42,0.8,1.71
NG-SME-04805,food,16,high,6,244709.49,403,291,0.689,37,0.5,2.64,229312.96,364,248,0.689,31,0.5,1.67,199129.55,326,181,0.619,28,0.9,2.04,145390.27,299,166,0.575,28,0.6,2.17,188682.01,354,221,0.625,30,1.6,1.47,219404.78,345,264,0.628,29,1.2,2.46
NG-SME-04806,retail,33,high,8,745512.49,203,51,0.801,20,2.7,2.34,749497.89,165,34,0.752,24,1.6,0.94,810401.8,165,48,0.617,25,2.7,0.78,698344.0,182,39,0.669,27,1.7,2.7,918987.45,169,47,0.667,29,1.6,2.26,660824.04,145,29,0.79,28,2.6,2.04
NG-SME-04807,services,12,high,2,484523.37,147,135,0.446,2,1.2,1.8,581852.22,128,152,0.43,1,0.5,2.26,677040.53,139,115,0.445,2,1.2,3.33,637389.38,124,118,0.427,0,1.2,3.94,759604.24,186,181,0.479,2,0.7,3.54,885352.65,177,155,0.535,2,0.6,4.29
NG-SME-04808,food,35,high,5,415414.21,209,106,0.778,20,1.4,1.95,550701.3,234,152,0.641,32,2.0,0.92,629371.5,256,159,0.73,24,2.5,0.91,376714.31,164,109,0.736,27,3.0,2.83,422997.22,160,115,0.512,21,1.7,1.8,378000.62,120,129,0.632,22,1.8,0.82
NG-SME-04809,retail,36,high,9,216586.55,159,159,0.674,18,0.8,3.81,249621.4,154,214,0.702,22,0.8,1.73,310518.28,191,235,0.697,23,1.5,2.02,317465.11,219,195,0.896,25,1.4,2.62,200900.49,124,151,0.835,15,0.5,2.25,231190.86,155,144,0.75,12,1.4,1.81
NG-SME-04810,retail,18,high,7,1085085.41,527,81,0.977,38,0.5,4.0,759253.45,429,51,0.602,36,0.7,0.55,721992.53,302,58,0.716,29,0.6,3.05,874530.64,410,57,0.598,26,1.1,0.89,819302.97,398,65,0.767,43,0.5,2.09,1080931.39,521,79,0.683,46,0.6,4.55
NG-SME-04811,transport,75,high,11,457580.84,272,172,0.989,7,3.1,1.25,460639.84,334,264,0.923,9,3.1,0.75,333426.93,225,174,0.892,5,3.7,0.67,384465.7,213,148,0.952,6,3.5,0.0,405564.5,273,178,0.885,7,2.7,0.0,401250.87,254,189,0.882,7,3.6,0.0
NG-SME-04812,transport,17,high,4,481744.7,190,277,0.885,31,3.0,0.6,455528.28,196,226,0.811,23,3.1,0.0,487475.01,241,253,0.814,28,2.4,2.6,601635.4,235,286,0.811,37,3.3,0.17,500210.0,181,226,0.593,36,3.0,1.19,393535.87,170,256,0.764,14,4.0,0.07
NG-SME-04813,services,147,high,7,1058125.31,319,212,0.386,31,0.5,4.85,936973.04,273,195,0.432,15,0.5,3.48,804252.45,187,141,0.473,17,1.1,2.85,867818.09,243,199,0.486,29,1.2,3.96,1273821.41,313,189,0.621,27,1.2,3.38,1288560.98,383,239,0.458,27,0.5,2.87
NG-SME-04814,services,25,high,5,376469.76,258,148,0.341,19,1.6,2.61,444623.5,359,192,0.389,25,1.9,3.08,395995.5,361,195,0.558,18,1.7,3.04,418221.41,294,146,0.321,22,2.4,3.3,305203.93,304,125,0.419,19,2.4,2.64,368206.67,339,167,0.437,26,0.6,2.65
NG-SME-04815,retail,21,high,5,721147.12,244,216,0.658,46,1.5,3.26,846704.47,261,182,0.71,51,1.1,1.87,1052468.2,197,264,0.759,44,1.1,3.24,651186.07,239,135,0.833,31,1.4,1.96,553926.5,172,153,0.785,39,0.5,2.62,722195.38,218,205,0.765,46,1.6,1.68
NG-SME-04816,retail,15,high,8,424553.65,135,209,0.634,3,1.1,3.14,342247.14,135,159,0.687,3,1.2,2.19,400951.75,192,197,0.946,3,0.5,2.54,473425.86,187,248,0.953,5,0.5,1.87,569638.48,213,235,0.877,8,2.0,3.25,314579.91,119,149,0.588,2,1.5,1.67
NG-SME-04817,food,5,low,3,307622.42,194,133,0.704,24,2.2,1.83,305708.01,166,154,0.679,23,2.7,2.98,320029.83,133,109,0.44,24,2.6,0.31,383107.76,166,170,0.624,32,2.3,0.35,346703.81,213,147,0.605,42,1.4,1.16,270252.14,146,139,0.512,27,2.0,1.81
NG-SME-04818,retail,106,high,12,896953.67,254,214,0.698,37,0.5,2.72,559395.18,150,135,0.766,34,0.5,3.06,728878.57,193,170,0.788,25,0.7,2.64,659765.73,235,163,0.916,30,0.9,2.38,722473.2,205,187,0.847,29,0.9,3.29,830421.83,140,151,0.904,27,0.5,1.27
NG-SME-04819,food,68,high,7,308988.85,148,93,0.576,21,2.2,1.5,203048.71,99,85,0.767,14,2.4,1.47,173687.58,89,87,0.497,6,2.7,1.99,221083.73,102,78,0.765,12,3.1,1.8,254586.97,111,113,0.725,15,3.5,2.17,287052.13,136,122,0.771,15,4.3,2.89
NG-SME-04820,retail,12,high,7,560390.58,460,142,0.793,4,1.2,1.92,442613.49,380,107,0.764,4,2.2,2.6,351124.64,349,84,0.893,3,0.5,1.26,339609.64,418,79,0.633,3,0.5,1.7,467451.7,435,95,0.805,4,0.5,2.7,465891.09,480,112,0.708,4,0.6,2.66
NG-SME-04821,retail,57,high,10,958309.55,126,109,0.864,1,2.5,2.68,925305.24,96,107,0.783,1,2.7,1.82,1299534.29,168,154,0.808,2,2.5,3.02,747264.52,117,74,0.59,1,3.4,2.72,1054638.85,116,100,0.873,1,2.6,2.67,817277.05,145,98,0.937,2,3.2,2.18
NG-SME-04822,retail,57,high,12,640171.37,404,236,0.796,14,0.9,3.18,382942.52,277,133,0.83,12,1.0,2.17,522269.11,338,141,0.655,12,1.8,1.79,501439.31,273,172,0.869,21,0.5,3.37,405951.61,373,192,0.798,20,0.7,2.85,536193.72,330,163,0.721,15,0.8,2.39
NG-SME-04823,transport,27,high,4,543142.51,289,171,1.0,18,2.4,0.13,418934.08,284,168,0.897,15,2.1,1.55,491440.79,320,172,0.749,16,1.2,0.79,614534.32,357,213,0.947,15,1.8,2.71,415412.94,239,166,0.943,17,1.5,1.24,404195.41,187,160,0.847,9,2.0,1.36
NG-SME-04824,food,54,high,8,508120.98,157,40,0.852,29,1.6,0.3,465466.05,138,45,0.669,29,2.3,1.87,604378.2,125,42,0.731,36,2.5,3.45,504895.11,183,57,0.759,31,2.1,1.58,776279.89,198,71,0.925,44,2.9,2.44,431413.71,93,34,0.666,32,1.6,1.88
NG-SME-04825,food,19,high,3,223146.32,337,137,0.688,31,1.5,0.0,294802.72,356,143,0.647,36,1.8,0.61,298463.55,330,139,0.688,32,0.8,1.92,292924.4,343,231,0.664,39,0.5,1.66,290175.22,395,246,0.728,30,0.8,3.79,232903.58,273,134,0.668,32,2.2,1.9
NG-SME-04826,food,48,high,6,645449.0,203,172,0.652,38,3.2,1.29,689092.0,211,166,0.526,49,2.9,1.48,633932.92,157,143,0.547,37,2.8,2.97,461808.06,133,127,0.788,28,1.7,2.02,640238.54,174,144,0.732,43,2.6,2.57,525374.31,138,184,0.592,46,3.0,1.68
NG-SME-04827,services,148,high,12,1322052.99,199,169,0.406,68,1.0,2.85,983534.27,113,150,0.355,27,1.3,2.88,1089290.21,131,145,0.445,26,0.9,3.96,1146589.89,140,168,0.471,37,1.2,2.76,1173266.32,166,172,0.585,34,0.6,2.58,1005355.37,140,109,0.358,38,2.2,2.74
NG-SME-04828,retail,18,high,4,816465.68,300,48,0.675,54,1.3,2.59,724272.02,296,40,0.816,29,1.5,2.79,919394.27,303,50,0.859,65,1.0,2.15,850891.81,474,56,0.815,30,0.9,2.38,795208.88,260,50,0.817,33,1.4,3.84,702774.01,274,35,0.846,36,1.0,2.25
NG-SME-04829,transport,29,high,4,691653.16,429,228,1.0,8,1.1,0.64,637015.25,286,265,0.902,7,1.5,1.77,729522.51,405,361,0.944,8,1.8,1.43,769097.43,276,319,0.834,9,1.2,2.54,694422.76,290,192,0.883,6,0.8,2.11,474816.23,276,249,0.792,4,0.5,0.24
NG-SME-04830,food,16,high,7,759501.72,257,65,0.638,50,1.0,1.7,651486.84,183,47,0.704,36,0.5,2.4,469326.55,176,50,0.5,29,1.5,1.34,564607.31,154,51,0.701,37,1.0,1.4,519595.56,222,49,0.51,39,1.3,0.87,780281.87,243,63,0.636,40,1.5,2.52
NG-SME-04831,retail,14,high,2,373816.25,329,100,0.728,16,1.3,2.7,394468.85,342,98,0.642,20,1.8,1.99,402525.24,382,97,0.671,31,2.6,3.04,367665.31,356,99,0.648,27,2.7,1.99,434854.5,460,104,0.613,30,1.8,2.81,387511.71,419,150,0.98,21,1.6,2.61
NG-SME-04832,services,31,high,2,657227.46,372,92,0.441,22,1.2,2.41,832818.98,429,91,0.403,22,2.5,5.52,791855.93,403,82,0.399,23,1.8,1.98,775310.79,303,101,0.63,21,2.5,4.57,853872.38,447,99,0.407,33,2.1,4.21,802565.44,287,105,0.509,29,1.8,4.64
NG-SME-04833,retail,23,high,3,465737.74,356,113,0.918,16,1.0,2.07,463528.4,302,130,0.731,17,0.9,2.01,466472.37,325,86,0.655,14,0.6,2.66,489248.53,355,137,0.851,12,1.3,2.04,562921.87,427,134,0.796,19,1.3,2.91,444052.48,302,112,0.664,13,2.5,2.22
NG-SME-04834,food,34,high,9,402568.07,109,70,0.556,13,0.6,1.64,417348.46,114,74,0.49,15,0.5,2.16,554914.37,141,85,0.724,26,2.2,2.78,605811.81,172,90,0.661,25,1.6,1.48,352627.81,106,64,0.708,12,0.5,3.04,487367.18,135,80,0.615,18,0.7,1.85
NG-SME-04835,transport,29,high,10,679405.25,371,84,1.0,11,0.6,0.37,661171.81,410,108,0.757,15,0.8,0.4,690036.39,400,115,0.774,13,1.1,1.09,500519.04,297,86,0.791,6,1.3,1.81,497207.59,349,101,0.868,9,1.5,1.75,548545.22,325,88,0.968,11,0.7,2.92
NG-SME-04836,services,41,high,2,851533.19,221,266,0.618,34,1.6,3.77,830983.57,248,302,0.571,31,0.8,2.62,870315.97,342,245,0.337,37,1.8,3.94,826897.17,285,237,0.385,43,0.5,2.25,1166049.53,351,348,0.303,58,2.5,1.86,1030187.37,313,345,0.422,56,2.5,3.17
NG-SME-04837,food,25,high,4,516358.84,99,69,0.512,14,1.8,2.36,505797.21,98,74,0.649,12,0.5,1.21,654585.71,119,92,0.608,14,0.6,1.99,678953.01,137,76,0.631,12,0.5,1.63,591304.17,97,66,0.699,11,0.5,1.71,557527.64,66,63,0.605,8,1.7,1.17
NG-SME-04838,retail,53,high,11,857412.02,353,84,0.668,24,0.5,1.43,990701.96,349,90,0.603,33,1.1,3.44,589451.5,229,51,0.67,32,0.5,2.27,611720.56,253,63,0.792,28,1.0,3.56,649196.77,304,70,0.645,31,1.2,3.8,837463.58,253,82,0.964,29,0.8,3.57
NG-SME-04839,retail,191,high,4,683368.98,151,228,0.71,18,1.1,3.86,597447.41,118,205,0.747,20,0.5,2.16,798361.91,164,206,0.653,17,0.8,1.72,764582.46,168,251,0.891,16,0.8,2.08,617163.37,115,186,0.913,19,0.5,2.9,716765.08,130,173,0.787,14,1.2,1.53
NG-SME-04840,food,34,high,9,248246.12,220,125,0.554,11,0.6,1.79,267142.85,313,146,0.621,12,0.5,2.43,305405.32,290,164,0.739,15,1.4,1.85,347865.56,330,171,0.756,17,0.8,2.35,259905.55,211,120,0.636,10,0.5,0.63,244515.28,197,145,0.575,16,0.5,1.44
NG-SME-04841,retail,24,high,11,276155.48,295,112,0.676,9,3.1,1.3,441543.18,370,124,0.825,15,3.0,2.4,241290.29,286,78,0.715,7,2.6,3.44,254180.11,404,98,0.612,6,3.0,2.63,297680.99,415,84,0.828,9,2.9,2.82,314281.2,424,89,0.779,7,3.8,2.59
NG-SME-04842,transport,13,high,8,514043.3,113,127,0.872,30,2.0,1.97,411625.16,115,108,0.779,31,1.7,0.29,625332.93,122,141,0.978,23,1.7,0.43,560354.43,111,138,0.817,29,1.9,1.93,662636.5,145,142,0.762,50,1.9,0.73,507142.52,71,100,0.96,33,1.5,0.48
NG-SME-04843,services,10,medium,6,677590.98,146,213,0.346,29,1.1,1.45,656016.93,197,214,0.428,42,1.3,1.57,661800.98,180,194,0.503,32,0.5,4.19,492458.98,161,158,0.405,18,0.9,3.57,660352.81,162,192,0.358,22,0.5,3.63,819950.4,172,242,0.328,31,0.9,3.2
NG-SME-04844,retail,102,high,1,396129.72,145,82,0.748,13,0.7,1.26,627807.99,181,98,0.611,18,1.7,3.2,533068.81,133,98,0.815,21,1.1,1.56,727103.93,150,110,0.835,22,0.6,2.41,666916.73,126,104,0.786,18,1.1,1.82,875510.8,236,140,0.709,31,1.2,2.42
NG-SME-04845,transport,61,high,5,249744.83,252,273,0.754,36,3.4,0.32,304170.38,422,297,0.851,44,2.6,1.22,357350.54,382,290,0.886,39,2.8,1.45,332663.68,359,276,0.848,32,3.2,1.36,231352.76,296,214,1.0,33,2.8,1.46,214230.07,366,194,0.906,40,2.4,0.89
NG-SME-04846,food,4,low,8,398872.58,369,217,0.734,14,3.0,1.7,445249.4,310,174,0.694,17,4.1,2.23,386158.53,448,229,0.763,16,2.8,2.34,402764.16,471,209,0.594,28,3.0,2.65,581360.77,474,314,0.704,32,2.3,2.42,316088.1,289,213,0.629,12,3.6,2.27
